id	text
zh_100001	白色::白色为最佳的狗窝涂料颜色，在_四种颜色中白色盖子的玻璃瓶温度上升最少，若应用于狗窝，能使狗窝内部的空气温度相对上升较少。
zh_100002	白色::选白色 由_24度上升到42度适宜居住，实验平均气温为42度
zh_100003	深灰色::该颜色使外界对内部影响较小，让宠物生活不受外界较大影响，在实验_1，2,3中空气温度都未因外界变化而改变
zh_100004	深灰色:: 深灰色能够起到保温的作用，可以保证狗的温度和舒适度 通过上述表格可知，只有深灰色再_10分钟后玻璃瓶内的温度保持不变
zh_100005	白色::狗窝内的温度将保持在_41-43℃之间，实验1-实验3中白色对狗窝温度平均为42℃
zh_100006	深灰色::深灰色在阳光下室内温度基本保持不变，随着天气变化室内环境较稳定，狗多保暖减少患病风险
zh_100007	深灰色::深灰色在阳光下室内温度基本保持不变，随着天气变化 室内环境较稳定，有利于狗的保暖减少患病风险
zh_100008	白色::白色颜色最浅 吸收的能量最少 故而使狗窝内部气温比较适宜狗狗居住 ，由实验可得 白色盖子的瓶子温度_三次实验平均温度最低，接近适宜生物生存的温度
zh_100009	黑色::该颜色可以使狗窝内温度更具有保温效果 黑色在_123中均处于四个颜色中温度最高的一项
zh_100010	浅灰色::该颜色使狗窝内部湿度保持正好
zh_100011	白色::使狗窝内的温度处于适宜温度 ，白色吸热慢且少 狗窝的温度不会升高的太快也不会升高的太高
zh_100012	白色::颜色浅时散热能力越好 上实验由黑到白平均不断下降
zh_100013	黑色::随着光线增强 狗窝内温度上升较快，单位时间内 黑色盖子内空气温度较高
zh_100014	浅灰色::温度热量对狗窝的感受
zh_100015	浅灰色::狗窝小房子样式应多木质结构 其热传递不应太大 阳光照到房子上通过热传递而将窝内空气加温 但若颜色过深其导致房内气温也升高 尤其是夏天狗狗在房内会中暑 在冬天得保温 但还应根据所在的半球门是面向太阳还是背向太阳等系列因素 所以实验结果仅供_参考
zh_100016	黑色::黑色吸热能力最强 使狗窝内温暖
zh_100017	白色::有_一定温度差
zh_100018	深灰色::温度变化较平均
zh_100019	浅灰色::颜色越深 温度上升度越大 黑色的平均温度最高且每组对照实验中黑色温度上升最高
zh_100020	深灰色::它会使整个狗窝内部显得很昏暗 但它提温稳定 很少有温度变化 _10分钟后 深灰色盖子的三 但实验温度最稳定 保持在48°C
zh_100021	白色::狗窝内部温度上升平均速度最慢 但温度处于舒适温度更适合生物的生理
zh_100022	白色::作为狗窝涂料颜色 光对白色的影响较小 其温度是最适温度 有利于狗狗的生活
zh_100023	白色::会使狗窝内部温度不会太过于炎热相对于其它颜色凉快_一些 通过上述四次实验可以看出在空气起始温度为14°C时灯光照射后 白色的颜色相对其它温度低一些 不会造成太大的热量
zh_100024	白色::白色反射所有色光 从而吸收的热量少 能够达到种舒适的温度环境 上述结果白色盖子的温度上升最少
zh_100025	白色::白色能够反射光 使瓶内温度不会太炎热 白色瓶中的温度升温最低
zh_100026	白色::颜色越深狗窝内部的温度将升的越高，_三组实验中颜色最深的黑色平均温度最高
zh_100027	深灰色::深灰色可以使狗窝内部温度适宜 不冷不热 适于睡个安稳觉
zh_100028	深灰色::该颜色在任何空气温度下均保持_一定温度不会影响 小狗在冬天时冷在夏天时热的情况 3深灰色在实验三次中且平均值也相同
zh_100029	深灰色::该颜色保持狗窝内部温度不变
zh_100030	白色::白色狗窝内部气温有_24°C上升到42°C 适合狗狗居住，实验表明选择白色 那么上升气温平均到42°C所以选择白色
zh_100031	白色::使狗窝在光照下 内部温度相对其他颜色较低 狗居住更舒适 从平均值看 白色温度升高较小
zh_100032	白色::该颜色使狗窝富有舒适的环境，通过对比_四次实验 白色使瓶内温度最低
zh_100033	白色::白色吸收热量较少 不会导致狗窝内温度高让狗狗感到不适，白色在_四种颜色中吸收热量最少
zh_100034	白色::开灯时温度逐渐升高慢 关灯后温度降低慢 白色升温最慢 保温效果好
zh_100035	黑色::黑色吸热性较强 使狗窝内温度上升较快 上面实验中黑色升温最显著
zh_100036	白色::平均温度适合温水温度 小狗感到舒适
zh_100037	深灰色::该颜色将使狗窝内部温度恒温不变，当盖子颜色为深灰色时 空气均为_48°C
zh_100038	白色::白色的颜色最浅 吸收能量少 温度相对低 接近狗的体温 使狗生活在比较舒适的环境中 结果：白色的温度升高最慢 平均温度最低
zh_100039	黑色::黑色所吸引的光强 使狗窝温度升高 实验证明温度上升最高的是黑色
zh_100040	白色::空气气温变化幅度较小 空气温度较之更适宜 不会导致狗窝内部空气温度变化大，白色_42°C 43°C 41°C 42°C
zh_100041	黑色::是吸热最强的 黑色颜色深吸收光的能量较强 。结论：颜色越深吸热能力越强
zh_100042	浅灰色::白天狗窝受阳光照射 内部温度相对白色颜料要高些 相对于深灰色颜料要低 为小狗较为能接受的温度 同时浅灰色有利于整洁，由表中数据可证明该猜想 
zh_100043	白色::由于该颜色吸收空气的热量在_四种颜色中最低 有利于狗窝内的环境 保持 清凉
zh_100044	深灰色::内壁将有效外界的热能并保存且狗窝温度不会过高以至宠物狗中暑 深灰色在_3个实验中均使空气温度为48°C在闭合环境中 考虑到狗窝为半封闭环境加上狗作为哺乳动物其体温应保持在空气温度以下
zh_100045	浅灰色::淡颜色可使温度上升平稳 使窝内舒适 ，浅灰色颜色相对较淡 使其温度不易上升很快
zh_100046	白色::当太阳照射到狗窝房顶的白色吸热充分 温度缓慢上升 当太阳落山 狗窝内仍有热量 因为白色散热慢 材料中实验 白色与其他_三色在十分钟内吸收热量最少及吸收同样热量 白色用时最长 散热用时也最长
zh_100047	白色::白色温度的平均值最低 使狗窝不会太热 白色平均值为_42°C 其它均高于它
zh_100048	白色::应为最佳狗窝涂料颜色 体温度上升最慢 白色在实验中平均温度最低
zh_100049	白色::白色吸收太阳的能力最弱 因此颜色对于其他_三个来说稍微有点低 白色产热较少
zh_100050	浅灰色::使狗窝温度上升 _10分钟后玻璃瓶内空气温度变高
zh_100051	深灰色::使狗窝内部温度超于稳定且温度适中 当阳光照射时 温度吻合且适宜 狗狗的生物体征趋于平稳
zh_100052	白色::灯照到盖子时 白盖子能储存 当灯光灭时 白盖子减小气能 温度最佳在_41°C 42°C
zh_100053	白色::因为白色的温度平均 使狗窝内部比较温暖 并且跟起始温度差距不大 不至于存在太大的温度差
zh_100054	白色::同比其他颜色白色将会降低狗窝的空气温度，白色反射光及吸收光的能力较弱 即吸收较少的能量
zh_100055	白色::该温度较温和
zh_100056	深灰色::温度变化最小
zh_100057	浅灰色::使狗窝上部温度较高 试验后 玻璃瓶的温度升高
zh_100058	黑色::吸热最快
zh_100059	深灰色::使狗窝内部的温度恒定 经历了不同时刻相同的时间的照射 其内部温度值为定值
zh_100060	白色::白色颜色浅 吸收光的能力差 这使狗窝内的温度温和 不至于太闷热影响狗狗的睡眠 通过以上的数据可知白色平均气温最低最适合狗居住
zh_100061	深灰色::平均温度较适中 黑色与白色温度变化有起伏 浅灰色盖子温度在逐渐升高
zh_100062	白色::使狗窝内部温度较低 白色的平均温度为_42°C
zh_100063	深灰色::会使狗窝内部温度稳定升高 比较调和 证实：黑色 浅灰色 白色等吸收温度不稳定 所以研究人员并没有_十足的把握它会对狗窝好 深灰色不一定最好 但他能保持相对稳定 更有说服力
zh_100064	浅灰色::浅颜色温度上升缓慢 浅灰色温度不易剧烈上升
zh_100065	白色::作为狗窝涂料颜色 使屋内的温度变化较小
zh_100066	黑色::黑色吸收热量 且相同时间升温稳定 由图表对比和生活实例得出黑色吸热效果好
zh_100067	白色::白天时有灯光时升温不迅速 黑天时 无灯光 温度不骤降(_3)白色盖中 实验1 42°C 实验2 43°C 实验3 41°C 
zh_100068	浅灰色::夏季白天狗窝升温但温度上升程度不大 狗窝内部不算炎热 冬季白天狗窝升温 温度上升程度不小 狗窝较暖和 _3实验中浅灰色升温程度适中
zh_100069	深灰色::颜色越深 影响越大
zh_100070	浅灰色::平缓狗的心情 使狗感到温暖
zh_100071	深灰色::保持空气气温不变 颜色越深保温效果越好 _五次实验温度恒定
zh_100072	白色::因为是在狗窝内部涂色 所以狗窝散热能力较差 用白色来吸收较少的热量 并且狗本身也辐射热量 所以白色最好
zh_100073	黑色::颜色越深 狗窝越热 黑色平均温度_53°C 远大于深灰色 浅灰色 白色
zh_100074	深灰色:: 温度适宜 色调易入睡
zh_100075	白色::白色吸收热量少，反光且美观 由以上实验表格可观察出白色的温度较低贴近人体温度,不会对狗造成太大的不适。
zh_100076	白色:: 白色的颜色较淡，空气温度上升程度较小，有利于狗窝内部的温度恒定由实验结果可知白色对空气温度的影响较小，为狗窝的适宜温度。便于狗的生命活动。内部保温性良好。
zh_100077	选白色::  白色吸收能量，使狗窝内的温度上升，但相比其他颜色，温度上升较慢  黑色平均温度为_53℃，深灰色48，浅灰色为45，白色为42，所以，相比较之下白色吸收能量最慢。
zh_100078	白色::白色使狗窝的温度远小于其他颜色使狗窝的温度最低。白色使狗窝的平均温度比其他颜色让狗窝中的空气温度低。
zh_100079	白色::由于白色吸热少，所以狗窝内部的温度较低 证实：通过_四种颜色对比，发现白色的吸热最低
zh_100080	浅灰色::在保温的同时，不会影响狗的视野   关灯后温度平均在_45℃，能够起到保温效果
zh_100081	浅灰色::空气温度会影响其狗窝内部颜色
zh_100082	白色::狗窝内温度会随着光照时间的增长而升高，但相对于其他_四种颜色，白色温度相对较低。适合小狗生活
zh_100083	黑色::使狗窝内部的温度保持温暖，吸热能力最强   黑色较，灰白色，浅灰色的吸热能力强
zh_100084	黑色::可使狗窝变暖和，也增加狗窝的亮度
zh_100085	黑色::实验结果均显示随颜色变换温度也在变化。
zh_100086	黑色::_一定时间内相比其他颜色。狗窝温度上升快。温暖   通过上述实验相同时间内，黑色吸收热量多，升温高。平均温度高
zh_100087	白色::白色的_三次实验温度在45℃以下有利于狗生存  白色的狗窝不吸热，狗窝内部温度不高  三次时间温度分别为42℃，43℃，41℃平均温度为42℃在45℃以下白色最好
zh_100088	白色 :: 白色对狗窝的内部温度影响幅度较小，且变化不过于突然。实验证明共经过_3次实验，狗窝从24℃变化到10分钟后的温度变化幅度均较小，颜色较浅
zh_100089	白色::使狗窝内空气平均温度变化不大。白色堵料_10min后玻璃瓶内平均温度为42℃
zh_100090	黑色::黑色可以吸收所有颜色光，狗窝内部温度上升迅速  黑色颜色盖子，狗窝内平均温度_53℃，为最高
zh_100091	深灰色::温度变化幅度小，对狗的影响小
zh_100092	浅灰色:  制造_一种温馨环境  浅灰色的平均温度在45℃左右
zh_100093	深灰色::空气温度不改变，不影响狗窝内部环境，适宜狗狗休息
zh_100094	白色::灯光照射白色盖子，它吸光使内部升温，反光使其降温。  白色平均温度最低且波动不大，介于生物可承受范围
zh_100095	深灰色::用深灰色的涂料涂其盖子深灰色的涂料对其温度影响较小相对稳定，有利于狗的发育
zh_100096	深灰色:: 恒温
zh_100097	深灰色::深灰色在灯光照耀下几乎不受影响，空气温度几乎恒定
zh_100098	白色::该颜色影响狗窝内部温度较为温和。不是太热也不是太凉 白色和黑色深灰色，浅灰色相比吸收热量较少。
zh_100099	黑色::增加狗窝内部温度，使其温暖  测量狗窝内部温度，涂黑色后再次测量温度升高。
zh_100100	深灰色::深灰色通过灯光照射吸收热量，使狗窝内部温度上升后，狗窝内部温度保持不变深灰色无论灯光照射多少次，温度依旧保持_48℃，而实验起始温度为24℃，中间只增加了24℃使够我内部温暖
zh_100101	白色::白色使_一种较亮的颜色，会使狗窝显得明亮，夏天温度高，白色不易吸热狗窝不太热通过上述实验表明，白色温度在其它的颜色比较中，温度最低
zh_100102	深灰色::深灰色的温度相对恒定，狗窝内温度轻易不起落.深灰色在实验_3次的温度均为48℃
zh_100103	白色::  温度不太高 对狗比较合适 因为狗有厚厚的毛皮 温度过高容易中暑 白色平均温度_42°较为接近日常温度
zh_100104	黑色:: 吸收的能力最强 所以产生的热量也非常高 会使狗窝内部温度过高
zh_100105	黑色:: 狗窝内部温度最高 黑色吸热能力最强
zh_100106	黑色:: 给狗窝内部足够的热 黑色比其它颜色的吸热能力都强
zh_100107	深灰色:: 使狗窝内部温度升高 使达到狗的最适温度 _3次实验空气温度均成48°趋于平稳
zh_100108	黑色:: 黑色盖子的颜色比较深 空气温度上升 黑色吸收更多能量 黑色盖子里的空气温度最高
zh_100109	深灰色:: 温度的平方差小 颜色越深 温度越高
zh_100110	白色:: 光照温度升高 白色反光较强 且透光性弱 不吸热 少部分光仍透进盖子产生影响
zh_100111	深灰色:: 保持狗窝内部温度几乎不变 由上述_3个实验 深灰色使狗窝内温度始终保持在48°可证明
zh_100112	深灰色:: 为狗窝提供恒定且适宜的温度
zh_100113	深灰色::  深灰色的空气温度相对其他温度稳定 狗不喜欢太热且温度差不能过大 所以深灰色相对其他颜色好_一点
zh_100114	深灰色:: 对狗窝内部温度维持较恒定 深灰色的实验结果方差最小 温度恒定适合狗狗居住
zh_100115	深灰色::  深灰色保持的温度最稳定 使狗窝内部保持恒温状态  几次实验中都保持_48°C
zh_100116	深灰色 :: 保持内部温度变化不大 _三次深灰色的狗窝温度都为48°C
zh_100117	深灰色:: 使狗窝内部更加温暖
zh_100118	白色:: 因为狗的体温_一般较高 不需较高温度 温度适中即可
zh_100119	白色 ::对瓶内温度变化影响最小 所以对小狗的窝有_一样的影响 因为动物有皮毛 所以能保持体温而对室内温度要求不大 所以室内温度不易太高
zh_100120	白色 :: 白天时狗窝内温度不会过高 白色瓶内平均温度最低
zh_100121	浅灰色::  各个盖子的颜色不同
zh_100122	黑色:: 黑色吸热性较强 狗窝内温度会升高
zh_100123	黑色 :: 白天时狗窝内温度不会过高 白色瓶子平均温度最低
zh_100124	白色::  颜色随狗窝内部变化而变化
zh_100125	黑色:: 以上数据中显示黑色温度最高  
zh_100126	黑色::  空气温度不受影响 适宜生活
zh_100127	白色:: 使室内温度相对舒适
zh_100128	白色::  夏天凉快 避暑
zh_100129	黑色::狗窝内部温度上升 黑色颜色深 吸收能量较多 温度变化越大
zh_100130	确保瓶内起始温度_24°C
zh_100131	深灰色:: 使狗窝内部温度稳定
zh_100132	深灰色:: 使狗窝内部温度恒定 没有差别 由于_三次实验 深灰色玻璃瓶内的温度都相同
zh_100133	白色:: 平均温度适合温水温度 小狗感到舒适
zh_100134	深灰色:: 使空气温度稳定 并可吸收更多的能量 让狗窝更舒适
zh_100135	黑色 黑色将灯的光能维持在玻璃瓶内 黑色的实验及其平均的空气温度都较大
zh_100136	深灰色:: 使空气温度稳定 并可吸收更多的能量 让狗窝更舒适
zh_100137	深灰色:: 关掉灯 等待其回到起始温度
zh_100138	白色::白色较其他颜色 温度上升较慢 因为白色盖子的平均温度_42°C最低
zh_100139	深灰色::  使狗窝的内部温度升高 且温度_一直保持平衡  白色 浅灰色使窝内温度发生不稳定变化
zh_100140	白色:: 相同时间内 玻璃内的空气温度升高的较低
zh_100141	白色:: 狗窝内部温度变化缓慢且幅度小
zh_100142	白色::  白色让狗窝内部温度不至于过高
zh_100143	白色:: 颜色越浅 散热能力越好 以上实验 由黑到白平均温度不断下降
zh_100144	浅灰色:: 影响空气温度 黑色到白色颜色由深到浅 平均温度依次递减
zh_100145	白色::  使狗窝内部温度趋于平稳
zh_100146	深灰色::当选择深灰色时 每_10分钟内玻璃瓶温度升高相同的示数
zh_100147	浅灰色::  通过改变空气湿度来改变狗窝内部环境  空气湿度在不断地提高
zh_100148	白色::  随房间颜色变化而不同
zh_100149	黑色::  狗窝内部温度上升 黑色颜色深 吸收能量较多 温度变化越大
zh_100150	白色:: 颜色越浅温度上升差越小 颜色越深温度上升程度越大
