,id,text,prompt,score
150,en_cw_000498,"a. plastic B has best stretchability and plastic A has the worst. b. 1. Should repeat trial for more times because some value is close, like the stretched amount of type A and C. 2. Should keep the shape and volume and mass of the plastic samples all the same. 3. Change the weight of weights and do the trial again.",2,3
151,en_cw_000499,the b is weakest one. c is better,2,0
152,en_cw_000500,"The weight must be heavier than the plastic mass, The tape of top must be of high quality to withstand the weight",2,0
153,en_cw_000501,TEMPERATURE OF THE ENVIRONMENT \n AMOUNT OF AGGREGATED WEIGHT \n TYPES OF PLASTIC,2,1
154,en_cw_000502,the experiment shows that the type of plastic D does not undergo variations in length because it is certainly more resistant and less elastic,2,0
155,en_cw_000503,"Different types of plastic stretch differently. Two samples stretched, while one even shrunk, and the fourth remained the same.\n Make sure the exact same weight is added to each sample, and try different duration of time.",2,2
156,en_cw_000504,a. Type D does not stretch even under pressure from the weights\n \n b. Start with samples that are all the same length.,2,1
157,en_cw_000505,"Was the second trial performed on same samples user in the first one? \n What exact types of plastic were used (if I used another type of plastic, my results would significantly differ)? \n How heavy were weights used for the experiment?",2,0
158,en_cw_000506,The conclusion is there was not much difference in stretch.\n the students could have used a different type of weight instead of a clamp.,2,0
159,en_cw_000507,Plastic type A is more stretched than the other.,2,0
160,en_cw_000508,Plastic type A has more stretchability.\n Instead of taping to the table upper edge could have been tightly fixed.\n Hang for at least 10 minutes to get better results.,2,0
161,en_cw_000509,b) 1) taping does not really work when a high object is used to stretch the plastic i recommend to tie it up to iron object that is study and strong.\n 2) the other end should be tied up with a heavy object for 5 minutes then removing will give a very good result.\n The results are perfect and for the D part though.,2,0
162,en_cw_000510,a. Conclusion: The type of polymer plastics influence in its stretchability.\n b. He needs to put on the table: The type of polymers and the initial and final measures.,2,2
163,en_cw_000512,Scalability from large to small：A>B>D>C\n Increase the weight of the weight,2,0
164,en_cw_000513,"I think that's not much probability of plastic C has less mm after streched, unless it has been broken. The plastic A is the more streachble.\n In my opinion the student must calculate a percentage of strechability and do the mean of the two experiments. I will also like the experiment to have 3 repetitions instead of 2.",2,1
165,en_cw_000514,he could list what type of pastic he uses. different mm of plastic stretch in different ways. this is not really valid because of that issue. the stretches could be non linear making the measurments different in different areas of the plastic,2,1
166,en_cw_000515,"The plastic streched by additional weight, i.e by force of gravity. The experiment must be performed in straight conditions and that you could change for example temperature, humidity or other....",2,0
167,en_cw_000516,use light weight adhesive material\n use easy remove adhesive type,2,0
168,en_cw_000517,"the first two samples were slightly stretched, the third somehow decreased, and the fourth remained unchanged.\n for the validity of the results, the student had to specify the weight of the goods.\n also the student had to specify in what way he fastened the top part of a sample to a table.",2,0
169,en_cw_000518,"The experiment gave positive results for both the first and second samples and obtained positive results of plastic stretching. But for the last and the last, the results were not good.",2,0
170,en_cw_000519,"a. Polymers A and B tend to be bigger with the weights, and C and D tend to stay the same or even being shorter after the test.\n \n b. Expicify the amount of weight used maybe.",2,1
171,en_cw_000520,"D plastic didn't stretch cause of its composition, it must have been harder that the rest. Maybe the student could have improved if he let the plastics more time hanging",2,0
172,en_cw_000521,We can see from the data that plastic type B stretched the most being 22 mm T1 and 23 mm T2. The students should have made the experiment better if they did one more trial also they should tell me the amount of weight you add to the plastic. To be more specific.,2,3
173,en_cw_000522,in sample number one we can see that the plastic obtained a stretch of 2 millimeters in comparison to the others.,2,0
174,en_cw_000523,Why is one sample shorter? What is the thickness of the samples? Is there a change in room temperature?,2,1
175,en_cw_000524,"a) The plastic type D is more resistant then the others and A being the stretchiest of them all with 2mm of amount stretched in 5 minutes.\n This experiment cannot be validated because the D1 needs to be the same for all plastic samples.\n There is no information of what volume, surface area and temperature of the elements of the experiment.\n There is no information about the weight of the weights.\n This experiment has no validity of the results.\n If they fixed the values for all the experiment being the variable only the stretching, it could be a valid and legit experiment.",2,2
176,en_cw_000525,the Amount stretched in D1 is less than in D2\n try with more accurate measure tools.,2,0
177,en_cw_000527,the type of plastic In exchange more in comparison with the D that did not undergo any change,2,0
178,en_cw_000528,perform a third test T3,2,1
179,en_cw_000529,"I am not sure how thorough this experiment can be based on the description. Maybe add more information about the weights used and repeated this experiment several times, at least 2-3 times for each different weight class.",2,2
180,en_cw_000530,"In conclusion, the experiment shows that some types of plastic can be deformed by subjecting them to stretch processes for a certain amount of time. Adding heat and / or pressure to the materials could help improve the results of the experiment.",2,0
181,en_cw_000531,Have 4 sample,2,0
182,en_cw_000532,A and B changed their form for their part C was reduced and D was not altered,2,0
183,en_cw_000533,No additional info needed,2,0
184,en_cw_000534,"All plastics had a significant deformity in the short time that they were submitted to the elasticity.\n \n One way of improving the experiment would be to leave the weights until the break, to test the maximum point of elasticity, and another way would be to measure the samples also after 5 minutes of the removal of the weights, to see how much they would return to the original length.",2,1
185,en_cw_000535,"The plastic used to make dry cleaning bags is weaker (more likely to stretch or tear) than\n the other plastics: the plastic dry cleaning bag stretched 23 mm, which was more than the\n other plastics",2,0
186,en_cw_000537,you will see the plastic grow,2,0
187,en_cw_000538,"The order of highest to least elasticity of materials is A, C, B, D.\n \n increase the length of the original samples (required).\n \n increase the measurement accuracy to microns if the sample is still small",2,0
188,en_cw_000539,a) Something is wrong because the sample C is shorter after the experiment.\n b) The student should say the mass for the weight,2,1
189,en_cw_000540,"He could have written which kind of plastic sample he had used, their specific weight and how much weight he attaches to each sample",2,1
190,en_cw_000541,mmmm,2,0
191,en_cw_000542,"A. it is shown that the elasticity of material A is greater than the others followed by C, B and D\n \n B. increase the length of the sample and increase the time when the weight acts on the sample",2,0
192,en_cw_000543,ksskksks,2,0
193,en_cw_000544,"I would conclude that some plastics are more elastic than others. \n The students could improve the experiment by using the same size plastics to start with, same length and width. They could also add a step to see how much the plastic shrunk once the clamps and weights were removed. I also would question why Type C actually shrank.",2,2
194,en_cw_000545,Describe the mass of the weights attached to each identical plastic strap.,2,1
195,en_cw_000546,there are found some samples of type of plastic will stretched but the other will Shrinks,2,1
196,en_cw_000547,the departure mass is subtracted with the final mass and the result is the difference in plastic,2,0
197,en_cw_000548,"a. the type of plastic and the distance stretched are directly proportional\n b. measuring the changes that occur, the initial data must be determined, after the experiment is done the final data is found",2,1
198,en_cw_000550,"ACCORDING TO THE DATA, IT IS OBSERVED THAT THERE ARE DIFFERENCES OF ELASTICITY AMONG THE FOUR ELEMENTS BEING 2 OF THEM MORE ELASTIC.\n 1. IT COULD HAVE EXPOSED THE ELEMENTS TO THE MODERATE HEAT TO PROVE THE BEHAVIOR OF THE POLYMER\n 2. IN THE SECOND PROOF YOU HAVE TO USE OTHER ELEMENTS TO VERIFY IF THEY REACT IN THE SAME WAY",2,1
199,en_cw_000551,"From this chart, I would conclude that B is the stretchiest polymer, and A is the least stretchy. I think one way to improve the experiment is to use something stronger than tape to hold the top down, because if the tape comes loose, that can make the results inaccurate. I also think they should have some sort of control to compare these with.",2,1
200,en_cw_000553,"a. Conclusion is that Plastic type A has stretched the most and plastic type D has stretched the least\n b:\n 1. Start with equal lengths of plastic\n 2: Clamp the plastic at the non weighted end so that there is no bend, which would be caused by hanging from the table. This will ensure there is no weak point which could cause extra stretching",2,1
201,en_cw_000554,The conclusion is that the elastic materials will extend according to their nomenclature or resistance. \n 1.- could expose them some type of greater resistance. \n 2.- place them in different environments. \n 3.- place them for much longer,2,1
202,en_cw_000555,"I believe we should have had beginning measurements to get a good picture of what the experiment is trying to show. Also, it mentions T1 and T2, but in the chart there is listed D1 and D2, which is confusing. What are the Ds for?",2,0
203,en_cw_000556,a: The plastic Type A is more stretchable\n \n \n b: 1- The samples' length should have been measure before the experiment to make sure it was the same in all cases.\n 2- The clamp's weight should be determined before the experiment and shouls be the same in all cases,2,1
204,en_cw_000557,what is the length and width of sample.\n \n how much weight should be attached. \n \n what is the duration of the experiment.,2,2
205,en_cw_000558,"We can observe that plastic C and D did not show any considerable elasticity. the C contracted unlike the A and B that some type of elasticity was appreciated that indicates that not all plastics (polymers) have the same elastic capacity.\n To improve\n 1.- What type of polymer are you using in the experiment?\n 2.- As an additional data, test the elasticity of the material under high temperatures in addition to check the resistance elasticity would be evaluated",2,1
206,en_cw_000559,"a) the longer the sample, the more tensile\n b) it is necessary to increase the length of the decoration or to drain the weight of the load",2,0
207,en_cw_000560,He could measure another type of plastic load.,2,0
208,en_cw_000561,"Plastic D is the most predictable sample as the stretched length is the same in both trials.Improvements/validity (1) State that the weight is the same in every case (2) State the precise place the clamp needs to go at the bottom edge (middle, left, right or xyz mm from the bottom. (3( do more trials using the same process, this would further prove the plastic D finding.",2,1
209,en_cw_000562,"The average elongation is between 10% and 20%. The longer the glued plastic strip, the more elongated, the less elongated. It would have been better to experiment with a number of strips of the same length, but with different thicknesses, for it would have been more egalitarian.",2,0
210,en_cw_000564,"Performing an additional third trial (T3)\n Adittional time frames (5m, 10m, 30m...)",2,1
211,en_cw_000565,i don't know what you mean,2,0
212,en_cw_000566,"For A Amount is more, but for C is lower.",2,0
213,en_cw_000567,here the conclusion is the different polymer plastic for stretchability is successfully done in this investigation.,2,0
214,en_cw_000568,"Different type of plastic have different elastic modulus. To improve experiment shoud increase the weight to draw a graphic Load- Streth. Another improvement shoud be to determine the section of the sample, better if secrion is a circle.",2,1
215,en_cw_000569,es mejor que el equipo donde se este ensayando la muestra este calibrado con su respectiva medicion ya que luego de haber terminado tiene mejor precision en los resultados,2,0
216,en_cw_000571,good we can see that the plastic can reach stretch little or a lot or nothing depending on the material of the plastic.\n is valid because it is experienced with a weight to slightly force the length of the plastic,2,1
217,en_cw_000572,D,2,0
218,en_cw_000573,"Take a sample of one type of plastic, and measure its length.\n Tape the top edge of the plastic sample to a table so that it is hanging freely down the side of the table.\n Attach a clamp to the bottom edge of the plastic sample.\n Add weights to the clamp and allow them to hang for five minutes.",2,0
219,en_cw_000574,The conclusion is that plastic A was the most stretchable material.\n Each piece of plastic should begin at the same length to ensure similar durability and the amount of weight clamped onto the plastic should also be the same (and the weight must be recorded).,2,1
220,en_cw_000575,Conclusion: 3/5 plastic samples changed in size while one had no change and another decreased in size. The chart is awful. Defining the plastic samples used would be beneficial. Labeling the trials correctly would follow.,2,1
221,en_cw_000576,"Plastic type B deformed the most, and plastic type A deformed the least. A and C are similar, B and D are similar in extension. The initial length of the material would be useful, and the amount of weight used. The weights could be varied, and the amount of time varied to investigate further.",2,3
222,en_cw_000577,"It depends on what the plastic is. I can't determine what the conclusion is based on the data without additional information. The validity could be improved if the length of the plastic was given so we can tell what the beginning length was. Perhaps a shorter piece of plastic would stretch farther. During the second trial, why was there a disparity?",2,2
223,en_cw_000578,the plastic of UNA is more flexible because it had more stretch length. \n \n 1. use a press machinery on both ends of the plastic\n 2. apply more force to the stretch to the point of knowing what is the limit of each plastic,2,0
224,en_cw_000579,a. in trial T2 doesn't mean to have greater stretches for all samples\n b. could be hanging in same time all four samples,2,0
225,en_cw_000580,"For samples A, B, and C it having done the experiment múltiple times affected how much the plástico elongates. Now, for a better experiment desing, he Should quote what type of plástico is using and how many weights is using, and if he is testing every plastic with the dame weights",2,1
226,en_cw_000584,what type of polymer plastics the student uses.,2,0
227,en_cw_000585,Conclusion: Plastic sample B has more stretchability than the other polymer plastics.\n Improved the experiment:\n Provide the before and after measurements for length (Did the samples all start out the same size?).\n Make sure the samples are all of the same thickness. Variations in thickness could have caused variations in stretchability.,2,3
228,en_cw_000586,some of the types of plastic could be much thinner or pliable than others. The directions do not say anything about making sure that the plastic pieces were exactly the same length to start with. This could potentially skew the results of the experiment.,2,1
229,en_cw_000587,The conclusion is that the plastic is a moldable material,2,0
230,en_cw_000588,"It makes no sense that D2 value in C is less than D1, so there must be something wrong with the data. The experiment should say how much should be the mass of the weights used in the experiment.",2,0
231,en_cw_000589,"a) Al plastics elongated except D\n b) Use different weights to see if the data is consistent and make more samples, not only two",2,1
232,en_cw_000590,the experiment shows that different plastic materials are stretched differently by the same added weight. \n the plastic sample have to be securely clamped to the edge of the table rather than taping it,2,1
233,en_cw_000591,A conclusion would be that plastic can stretch when adding weight to one end.\n A way to improve the experiment would be to run the test on additional samples of each plastic piece used.\n This would make sure that it was not a fluke but could be repeated with the same results.\n Using tape at the top of the plastic sounds like it could not really be stabilized. The weights affecting the plastic could differ the results depending on how well the plastic was secured.,2,1
234,en_cw_000592,A) type (A) and (B) are stretchability.\n type (C) Shrinks .\n type (D) does not change.\n \n B) 1) by heating and hammering.\n 2)by heating and rolling process.,2,0
235,en_cw_000593,b,2,0
236,en_cw_000594,30 30,2,0
237,en_cw_000595,"in the opcion ""C"" D2 is most little",2,0
238,en_cw_000596,"a. Data obtained suggest that polymers B and D are the most stretchable, while C and A showed higher resistance to stretch during the 5 minutes of the experiment.\n b. First way: Increase the time of the experiment, as there is a chance that one plastic is actually more stretchable than another, but requires a a force to be applied for a longer period of time. Second way: perform additional trials with different weights, as some plastics could require heavier weights to test their stretchability.",2,1
239,en_cw_000597,"For samples A and B he got more length difference. For the Samples C, D the amount streched was shorter and even the same for sample D. Here for he used two trials.",2,0
240,en_cw_000598,There is no length changed in plastic type D,2,0
241,en_cw_000599,Leave the weights a few more minutes.,2,0
242,en_cw_000600,"a. On the second trial, the amount stretched of 3 from the plastic types were different from the first trial, making me question if the trial was indeed similar to the first one or if there was some external cause for that difference.\n \n b. Annotate the mass of the plastics and annotate the prior differences between his first and second trials.",2,1
243,en_cw_000601,"take a plastic sample and measure its length, glue the top edge to a table so that it hangs freely, place a clamp on the side that hangs for five minutes,",2,0
244,en_cw_000602,a,2,0
245,en_cw_000603,That Plastic type B was the most stretchable. They could have named the plastics and also included the original length of the plastic sample.,2,2
246,en_cw_000604,state amount of weight and plastic type used,2,1
247,en_cw_000605,"To determine the validity of the results, it had to standardize the weights to be used and specify them together with the other tools used in order to document all the information in the 2 tests.",2,0
248,en_cw_000606,"1. adding more weight in such a way that it could also measure the resistance.\n 2.determining the type of plastic, there are plastics with different characteristics could have experimented with different types of plastics.",2,0
249,en_cw_000607,"a. There is contraction and expansion of plastic pieces after addition of considerable weight. Expansion is expected, but, contraction of plastic namely ""C"" needs to be analysed in further trails. \n \n b. Use of tape to attach one side of the plastic piece is not recommended, having a hook to suspend it is a better option.\n There is no mention of the plastic type used, which should be revealed from the start of the experiment.",2,0
250,en_cw_000608,"The plastic material is really flexible. What makes it vulnerable to change it form. Exposing the plastic to the stress made by the weights, can change it length depending of the type of plastic used to the test. \n \n To get a better result, the student could change the way he measure the length changes, controling the temperature (what clearly have an effect on plastics), and using a the same weights and ruler to all the samples.",2,1
251,en_cw_000609,"The data shows that Plastic B stretched the most being 22 mm T1 and 23 mm T2. The\n students could have made the experiment better if they did one more trial. Also, they could\n have been more specific in their procedure.",2,2
252,en_cw_000610,"The stretchability of plastic encreases in order A, C, D, B and at least twice from A to B.\n Student can take tapes of different lengths ( the same for all plastics) and weights of different masses.",2,0
253,en_cw_000611,A sample of C is wrong,2,0
254,en_cw_000612,"a, The four polymer plastics will be stretched by 10-23mm. The amount stretched in Plastic Type A and plastic Type C is similar and the amount stretched in Plastic Type B and plastic Type D is also similar.\n b. The weights added to the clamp should be of the same weight.\n Perform the trials for three more times and choose the median from the results to reduce errors.",2,2
255,en_cw_000613,"1. It is necessary to measure the length of the plastic without removing the weight and clamp. 2. It is necessary to increase the time of the experiment and do the whole procedure within 10, 15 and 30 minutes",2,1
256,en_cw_000614,large weight can make plastic longer or bigger.,2,0
257,en_cw_000615,a.Plastic type B have high amount of stretching ability\n b. i)Should repeat the experiement three times and count the average amount of stretched\n ii) use different weight,2,2
258,en_cw_000616,Dimensions of each sample\n Surface quality of samples\n Density of vinegar,2,0
259,en_cw_000617,"All 4 mounts are experimented in the same time\n In experiment 2, the duration was increased to 6 minutes",2,0
260,en_cw_000618,All the plastics used have different elasticity indexes and that plastic D is the most resistant.\n describe what kind of plastic use.\n subjecting plastics to another type of force,2,1
261,en_cw_000619,Attach a clamp to the bottom edge of the plastic sample\n Add weights to the clamp and allow them to hang for five minutes.\n Perform a second trial (T2) exactly like the first trial (T1),2,0
262,en_cw_000620,"Polymer B is the one that stretches the most, Polymer A is the one stretching the least. Polymer D is the only one to stretch exactly the same in both trials while polymer C is the only one that streched least in T2 when compared with T1. It would have been interesting to also test the polymers for different stretching times, and keep measuring them without removing the clamps to see how stretching evolved when compared with the time the clamps were hanging.",2,1
263,en_cw_000621,"Type A - has stretched more than others, Type C has shrinked, Type D has not stretched at all,. The conclusion is that Type D is the strongest of them.\n The shape of the plastic sample, approximate length, how to attach the top of the plastic to a table, what kind of weight ( stone, iron...) , the temperature in the room",2,1
264,en_cw_000622,A 50 53\n B 80 82\n C 12 10\n D 15 16,2,0
265,en_cw_000623,let it hang for at least 10 minutes and put more weight,2,0
266,en_cw_000624,Result are nearly the same.\n 1) Determine exact position of weights.\n 2) Determine temperature of material.,2,0
267,en_cw_000625,a.plastic a has the highest stretchability\n b. perform the experiment on all 4 plastic types simultaneously with similar tapes and weights\n perform the experiment in a particular room temperature and perform the 2nd trial also on that exact temperature,2,0
268,en_cw_000626,"Plastic A and B deformed higher in trail 2, C deformed less in trail 2 and D deformed same in trail 2.\n Attachment of weight should be same in both case.",2,0
269,en_cw_000627,Ensure that each sample had the same starting length; try the procedure using different weights.,2,1
270,en_cw_000628,Plastic type A is may be thin and has more elasticity . Plastic type B is thicker than type A and Type C has more elasticity than all type and that is may be recycle standard and D has no elasticity and it remains same .,2,0
271,en_cw_000629,"Plastic Type A and B are subject to strech; somehow Plastic Type C's diameter decresead and Plastic Type D is not subject to stretch.\n Student may specify what kind of plastic they used (using ""Type A, B, C and D"" is not descriptive enough) and they should also specify how much the weights weighted.",2,0
272,en_cw_000630,"Mix up in a bowl (plate) two glue tbsp, a borax tbsp, and a water tbsp. \n With the hands be giving the form of a ball. \n *if the borax ball is cracked, add more glue.",2,0
273,en_cw_000631,The purpose of the work was to establish patterns of change in tensile strain parameters of plastic blanks,2,0
274,en_cw_000632,The elasticity of each of the components is demonstrated by the experiment could be extended range by performing the experiment on a larger scale and for a longer period of time to observe a maximum of elasticity for each product,2,0
275,en_cw_000633,"It is therefore concluded that the elasticity of the plastic depends on what is clamped at t he the bottom edge of the plastic.\n It is recommended that the students will have to use other plastic object to attach to the bottom edge of the plastic to measure its length.\n Also, they can let it hang for a longer time to make sure that the plastic have already set its weight.",2,0
276,en_cw_000634,a. Assuming that the starting length of the samples is equal plastic type B seems the type that has stretched the most without returning to its previous form.\n b. Assure that the starting length of the materials is the same. Measure the length of the material with the clamp and weights on it so you can measure the maximum stretchability before it returns to its original form.,2,2
277,en_cw_000635,a. It is hence concluded that it is not always necessary that length of plastic will increase on stretching.\n b. 1. By allowing them to hang longer.\n 2. By hanging them in different \n environmental conditions.,2,0
278,en_cw_000636,"Apparently the material of sample 1 is the most eslastica, however the results are not reliable, because the student did not establish standard conditions for each sample, it does not specify if the dimensions of the samples were equal, nor if the weight used for get the deformation of the samples was the same for each experiment",2,2
279,en_cw_000638,a send measurement shuld have taken with added weight. \n the material d is not stretchable at all.,2,0
280,en_cw_000639,"a. We can concluded that ""stretchability"" of a plastic it's a property of its composition.\n b. Performing more trials with more samples; e.i for each plastic type use two or more sample with four trials each.",2,2
281,en_cw_000640,"They should specify in detail the type of plastic, room temperature because of diferent elasticity of difererent kind of plastic.",2,0
282,en_cw_000641,"There are small variations since the weight used is a dead weight, only gravity is used, but there are cases that a force applied by a machine that generates the same amount of force for each piece of plastic and see the elasticity can be used.",2,0
283,en_cw_000642,doing the experiment in 1 minute and not in 5.\n \n Making the measurements without the subjection clamp,2,0
284,en_cw_000644,a. The average stretched amount is 1 mm (range 0-2).\n b. The student could extend the time for hanging and measure changes in different time points.,2,0
285,en_cw_000645,Polymer plastic D is not stretchable. Student should repeat test more than two times.,2,1
286,en_cw_000646,"the two plastic materials A, and B have elasticity and their lengths increases and plastic has reversed its length after removing weight while Plastic D has no changed after second trial.",2,0
287,en_cw_000647,"- Conclusion: Three of the plastics studied showed a certain elasticity when subjected to a specific weight. Only one of them remained with its identical initial characteristics.\n - I could not make any suggestions regarding the experiment, since I do no",2,0
288,en_cw_000648,"The length of sample D has not changed, С - with decreased by 1 mm, samples A and B the least resistant to tensile loads-their length increased by 2 and 1 mm, respectively.",2,0
289,en_cw_000649,Explaining a possible expected results before the experiment had been conceived. The results could had variation in percentage for the initial and final stage of the polymers.,2,0
290,en_cw_000650,all is not streched. one of them is same an the other was gettin smaller. İntereting. \n 1. heat the plastics and measure\n 2. use long plastic and in the middle of them hang heavy load,2,0
291,en_cw_000651,"Here we can see that the tube is stretched depending on which material is used, it was valid since the method of using weights was optimal in giving different results",2,0
292,en_cw_000652,"place the original length, and compare how much it took to stretch. describe the weight used",2,2
293,en_cw_000653,obesidad,2,0
294,en_cw_000654,a. Plastic D is the least stretchable type.\n b. Clamp instead of tape the top edge. Use increasing weights to find the limit of stretchability of plastics (the sample breaks).,2,0
295,en_cw_000655,type of plastic,2,0
296,en_cw_000656,"The changed because of the propertie of the plastic to mold, plus the heaviness of the weights and the force of gravity.",2,0
297,en_cw_000657,Succesful,2,0
298,en_cw_000658,that group ataached a weight in single time and stop it instead of that i m put my weight in small quantity then my increase my weight then check the stretchbility i.e 20 30 40 50,2,0
